,Title,Publisher,Resource,Jurisdiction_x,Portal,0_Data_desc,0_Data_format,0_Data_page,0_Data_title,0_Data_url,1_Data_desc,1_Data_format,1_Data_page,1_Data_title,1_Data_url,2_Data_desc,2_Data_format,2_Data_page,2_Data_title,2_Data_url,3_Data_desc,3_Data_format,3_Data_page,3_Data_title,3_Data_url,4_Data_desc,4_Data_format,4_Data_page,4_Data_title,4_Data_url,5_Data_desc,5_Data_format,5_Data_page,5_Data_title,5_Data_url,6_Data_desc,6_Data_format,6_Data_page,6_Data_title,6_Data_url,7_Data_format,7_Data_page,7_Data_title,7_Data_url,8_Data_format,8_Data_page,8_Data_title,8_Data_url,Contact Point,Data Portal,Data Status,Date Published,Date Updated,Description,Field,Fields of Research,Geospatial Coverage,Geospatial Topics,Jurisdiction_y,Landing Page,Language,Licence,Publisher/Agency,RDF,Tag_0,Tag_1,Tag_10,Tag_11,Tag_12,Tag_13,Tag_14,Tag_15,Tag_16,Tag_17,Tag_18,Tag_19,Tag_2,Tag_20,Tag_21,Tag_22,Tag_23,Tag_24,Tag_25,Tag_26,Tag_27,Tag_28,Tag_29,Tag_3,Tag_30,Tag_31,Tag_32,Tag_33,Tag_34,Tag_35,Tag_36,Tag_37,Tag_38,Tag_39,Tag_4,Tag_40,Tag_41,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Temporal Coverage,Type,URL,Update Frequency
168,"The physical environment of Scott Reef, Western Australia (2003): Mooring S6 (B)",Australian Institute of Marine Science                 ,HTML, Commonwealth of Australia, Australian Institute of Marine Science CSW Harvester,,HTML,https://data.gov.au/dataset/the-physical-environment-of-scott-reef-western-australia-2003-mooring-s6-b/resource/cd674656-3a70-483f-aa9a-1d5072d614b1,Point of truth URL of this metadata record,http://data.aims.gov.au/metadataviewer/faces/view.xhtml?uuid=1389cc8d-202c-47de-a11d-1258b34b3548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Australian Institute of Marine Science  adc@aims.gov.au  , Australian Institute of Marine Science CSW Harvester, inactive,2017-06-24,2017-10-09,Two instruments were deployed on mooring S6 (B),None,," {""type"": ""Point"", ""coordinates"": [121.92005, -14.014183]}",, Commonwealth of Australia,https://data.gov.au/dataset/9bdfbd54-4a67-4850-9252-f6d50bdd54cf ,English, Other ,Australian Institute of Marine Science                 ,https://data.gov.au/dataset/9bdfbd54-4a67-4850-9252-f6d50bdd54cf.rdf,Acoustic Doppler Current Profiler %28ADCP%29,Current Meters%2FProfilers,Water Temperature,,,,,,,,,,Data Loggers,,,,,,,,,,,EARTH SCIENCES,,,,,,,,,,,Ocean Circulation,,,Ocean Currents,Ocean Temperature,Oceanography,Oceans,Physical Oceanography,,Dataset,https://data.gov.au/dataset/the-physical-environment-of-scott-reef-western-australia-2003-mooring-s6-b, notPlanned
169,Franklin Voyage FR 03/2002 ADCP Data,CSIRO Oceans and Atmosphere - Information and Data Centre                 ,WMS, Commonwealth of Australia, Australian Oceans Data Network CSW Harvester,ADCP data for Franklin Voyage FR 03/2002,WMS,https://data.gov.au/dataset/franklin-voyage-fr-03-2002-adcp-data/resource/bb5fe06f-fc1d-469b-a90f-4870859b5fcd,mnf:adcp_public_data,http://www.cmar.csiro.au/geoserver/wms?&CQL_FILTER=SURVEY_NAME%20%3D%20%27FR200203%27,Download NetCDF dataset fr0203adcpCDF.zip,ZIP,https://data.gov.au/dataset/franklin-voyage-fr-03-2002-adcp-data/resource/cf1e2535-2ae9-49b9-97be-875c22b09c7c,Data Link,http://www.cmar.csiro.au/datacentre/process/data_files/Franklin_NF/fr0203/fr0203adcpCDF.zip,Download dataset 6.0/1.5 Mb,ZIP,https://data.gov.au/dataset/franklin-voyage-fr-03-2002-adcp-data/resource/52383853-8f82-47ea-bca7-2fb6093561ca,Data Link,http://www.cmar.csiro.au/datacentre/process/data_files/Franklin_NF/fr0203/fr200203adcp.zip,ADCP Data Format Description,HTML,https://data.gov.au/dataset/franklin-voyage-fr-03-2002-adcp-data/resource/0db6f05d-a483-45a4-bc9d-8239160bad6b,Documentation Link,http://www.cmar.csiro.au/datacentre/process/formats/adcp.htm,Processing report for this dataset,PDF,https://data.gov.au/dataset/franklin-voyage-fr-03-2002-adcp-data/resource/df7fc0be-d8f7-49bc-96ed-e13111fe1520,Documentation Link,http://www.cmar.csiro.au/datacentre/process/data_files/Franklin_NF/fr0203/fr0203ap.pdf,netCDF info link,HTML,https://data.gov.au/dataset/franklin-voyage-fr-03-2002-adcp-data/resource/655a3ce5-19c9-4d8e-a8a4-fd65106ba1cd,Documentation Link,http://www.marine.csiro.au/~dunn/eez_data/netcdf.html,,,,,,,,,,,,,,  CSIRO Oceans and Atmosphere - Information and Data Centre  data-requests-hf@csiro.au  , Australian Oceans Data Network CSW Harvester, inactive,2017-06-24,2017-06-24,"This dataset contains the Acoustic Doppler Current Profiler (ADCP) data collected on Franklin voyage FR 03/2002. The voyage took place in the Coral Sea, the Solomon Sea in waters around the Solomon Islands and west of Boganville Island (PNG). This dataset has been processed and archived within the CSIRO Marine and Atmospheric Research Data Centre in Hobart. Additional information regarding this dataset is contained in the cruise report for this voyage and/or the data processing report (as available).",None,," {""type"": ""Polygon"", ""coordinates"": [[[150.0, -35.0], [170.0, -35.0], [170.0, -3.0], [150.0, -3.0], [150.0, -35.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/9f388c67-e155-4113-8d30-711a934627cb ,English, Other ,CSIRO Oceans and Atmosphere - Information and Data Centre                 ,https://data.gov.au/dataset/9f388c67-e155-4113-8d30-711a934627cb.rdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/franklin-voyage-fr-03-2002-adcp-data, notPlanned
170,An Integral Equation for the Conduction of Heat in a Heterogeneous Layered Structure and its Solution for a Three-dimensional Heterogeneity,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/an-integral-equation-for-the-conduction-of-heat-in-a-heterogeneous-layered-structure-and-its-so/resource/b107b182-ca97-4117-af7c-2dbb301c54af,File download,https://d28rz98at9flks.cloudfront.net/14278/Rec1989_048.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,Legacy product - no abstract available,None,,,, Commonwealth of Australia,https://data.gov.au/dataset/9c7e9bbf-9527-42a2-8d5c-b1e38d75657c ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/9c7e9bbf-9527-42a2-8d5c-b1e38d75657c.rdf,Earth Sciences,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/an-integral-equation-for-the-conduction-of-heat-in-a-heterogeneous-layered-structure-and-its-so, unknown
171,Bloods Range 1:100 000 unpublished topographic map,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the map (pdf),PDF,https://data.gov.au/dataset/bloods-range-1-100-000-unpublished-topographic-map/resource/9cd5aab4-1924-4791-abad-c7fb32181370,File download,https://d28rz98at9flks.cloudfront.net/58773/4848.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,At this scale 1cm on the map represents 1km on the ground. Each map covers a minimum area of 0.5 degrees longitude by 0.5 degrees latitude or about 54 kilometres by 54 kilometres. The contour interval is 20 metres. Many maps are supplemented by hill  shading.,None,," {""type"": ""Polygon"", ""coordinates"": [[[129.5, -25.0], [130.0, -25.0], [130.0, -24.5], [129.5, -24.5], [129.5, -25.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/cc59a205-798c-4f77-8e5f-24824376e7d3 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/cc59a205-798c-4f77-8e5f-24824376e7d3.rdf,100K unpublished,AU-NT,,,,,,,,,,,Topographic Map,,,,,,,,,,,Topology,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/bloods-range-1-100-000-unpublished-topographic-map, unknown
172,Mineral Systems Q1 Architecture,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (pdf),PDF,https://data.gov.au/dataset/mineral-systems-q1-architecture/resource/80cf6820-ef92-4fad-82b6-91f9b71c3574,File download,https://d28rz98at9flks.cloudfront.net/69844/69844.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,Mineral Systems Q1 Architecture,None,,,, Commonwealth of Australia,https://data.gov.au/dataset/c5f9ae0b-0f6a-41df-9185-24869927484e ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/c5f9ae0b-0f6a-41df-9185-24869927484e.rdf,Earth Sciences,PMD%2ACRC Publication,,,,,,,,,,,Teaching Aid-Mineral Systems,,,,,,,,,,,pmd%2ACRC,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/mineral-systems-q1-architecture, unknown
173,Proterozoic palaeocurrent directions in the Kimberley region north- western Australia,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/proterozoic-palaeocurrent-directions-in-the-kimberley-region-north-western-australia/resource/f541fd2d-2702-4667-8d49-650412c6ce1e,File download,https://d28rz98at9flks.cloudfront.net/12253/Rec1968_141.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,Legacy product - no abstract available,None,,,, Commonwealth of Australia,https://data.gov.au/dataset/13af55d3-c181-4b05-b702-d434b3389cc5 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/13af55d3-c181-4b05-b702-d434b3389cc5.rdf,Earth Sciences,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/proterozoic-palaeocurrent-directions-in-the-kimberley-region-north-western-australia, unknown
174,IMOS - ANMN New South Wales (NSW) Sydney 100m Mooring,Integrated Marine Observing System (IMOS)                 ,HTML, Commonwealth of Australia, Australian Oceans Data Network CSW Harvester,,HTML,https://data.gov.au/dataset/imos-anmn-new-south-wales-nsw-sydney-100m-mooring/resource/d79cceec-904a-4b42-83a6-c7ce64556066,NetCDF format (quality-controlled) data,http://thredds.aodn.org.au/thredds/catalog/IMOS/ANMN/NSW/SYD100/catalog.html,,PDF,https://data.gov.au/dataset/imos-anmn-new-south-wales-nsw-sydney-100m-mooring/resource/f7273dab-bac6-4c03-9f72-a5b12cfeab68,IMOS file naming convention,http://imos.org.au/fileadmin/user_upload/shared/emii/IMOS_netCDF_filenaming_convention_v1.3.pdf,,HTML,https://data.gov.au/dataset/imos-anmn-new-south-wales-nsw-sydney-100m-mooring/resource/af85d475-45c8-4949-a0e7-a37fd71123d5,Website of the Australian Ocean Data Network (AODN),http://imos.org.au/aodn.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Integrated Marine Observing System (IMOS)  info@aodn.org.au  , Australian Oceans Data Network CSW Harvester, inactive,2017-06-24,2017-08-07,The NSW Sydney 100m Mooring (IMOS platform code: SYD100) is one of seven regional moorings in New South Wales. ,None,," {""type"": ""Point"", ""coordinates"": [151.382, -33.943]}",, Commonwealth of Australia,https://data.gov.au/dataset/50d3d8aa-4c44-4556-b6de-62a53cbffc38 ,English, Creative Commons Attribution 4.0 International ,Integrated Marine Observing System (IMOS)                 ,https://data.gov.au/dataset/50d3d8aa-4c44-4556-b6de-62a53cbffc38.rdf,ANMN,Acoustic Doppler Current Profiler %28ADCP%29,IMOS Facility,IMOS Platform,Moored Buoys,Ocean Chemistry,Ocean Circulation,Ocean Currents,Ocean Optics,Ocean Temperature,Oceans,Oxygen,Australian National Mooring Network,SYD100,Salinity%2Fdensity,Sydney 100m Mooring,Turbidity,Water Depth,Water Temperature,,,,,Bathymetry,,,,,,,,,,,Buoys,,,CTD %28Conductivity-Temperature-Depth Profilers%29,Conductivity,Current Meters%2FProfilers,Fluorescence,Fluorometers,,Dataset,https://data.gov.au/dataset/imos-anmn-new-south-wales-nsw-sydney-100m-mooring, continual
175,"Brick shale resources, portions 192 and 193, near Bungendore, parish of Majura, County of Murray, NSW",Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/brick-shale-resources-portions-192-and-193-near-bungendore-parish-of-majura-county-of-murray-ns/resource/3b2ff6d8-97b8-46ba-a02c-6c5759ec0482,File download,https://d28rz98at9flks.cloudfront.net/12071/Rec1967_126.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,Legacy product - no abstract available,None,," {""type"": ""Polygon"", ""coordinates"": [[[149.0, -35.5], [149.5, -35.5], [149.5, -35.0], [149.0, -35.0], [149.0, -35.5]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/913ee3e5-d96d-4a9f-9866-e28a67750b57 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/913ee3e5-d96d-4a9f-9866-e28a67750b57.rdf,AU-NSW,Earth Sciences,,,,,,,,,,,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/brick-shale-resources-portions-192-and-193-near-bungendore-parish-of-majura-county-of-murray-ns, unknown
176,"Liverpool Plains, NSW airborne geophysical survey, 1995 - operations report",Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Record (pdf),PDF,https://data.gov.au/dataset/liverpool-plains-nsw-airborne-geophysical-survey-1995-operations-report/resource/c0028e0f-1e8e-4eb0-ac17-2a45670d4a8f,File download,https://d28rz98at9flks.cloudfront.net/14882/Rec1995_075.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"As part of the National Environmental Geoscience Mapping Accord the Australian Geological Survey Organisation flew an airborne geophysical survey of 43 200 line km over an irregularly shaped area to the west of Tamworth, NSW from 13 February to 27 March 1995. The flight line direction was east-west and the line spacing was 200 m. Flying height was at an altitude of 80m above ground level. This survey was specifically designed to help assess the extent of soil salinity, rising water tables and land degradation on the Liverpool Plains. The new datasets will provide the framework for future landuse and exploration and assist in developing strategies for environmental management and resource development. The total magnetic intensity, gamma-ray spectrometric and digital elevation model data which were collected during the survey, have been processed and are available for purchase, in both digital (point located data and gridded) and map form, from the Australian Geological Survey Organisation. Colour and greyscale pixel image maps are also available.",None,,,, Commonwealth of Australia,https://data.gov.au/dataset/a6ca6557-6f42-4492-8a6e-3cb786da4aac ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/a6ca6557-6f42-4492-8a6e-3cb786da4aac.rdf,AU-NSW,Earth Sciences,,,,,,,,,,,GA Publication,,,,,,,,,,,Record,,,,,,,,,,,gamma spectroscopy,,,geomagnetism,geophysics,,,,,Dataset,https://data.gov.au/dataset/liverpool-plains-nsw-airborne-geophysical-survey-1995-operations-report, unknown
177,"Environment of deposition of the Carlo Sandstone, Georgina Basin, Queensland and Northern Territory",Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Journal article (pdf),PDF,https://data.gov.au/dataset/environment-of-deposition-of-the-carlo-sandstone-georgina-basin-queensland-and-northern-territo/resource/9fe427ed-82f4-4f51-b89c-324e6706f472,File download,https://d28rz98at9flks.cloudfront.net/80919/Jou1977_v2_n2_p097.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,"The Carlo Sandstone is part of the Toko Group of the Georgina Basin. This basin, which straddles the Northern Territory-Queensland border, comprises carbonate and clastic rocks of Cambrian and Early Ordovician age; the Toko Group forms the uppermost and dominantly clastic part of the sequence. The Carlo Sandstone, which is of possible Early Ordovician age (? latest Arenig), consists of very fine to fine quartzose sandstone containing siltstone and mudstone pellets. Minor siltstone and mudstone interbeds are present. The unit is conformable with the underlying Nora and overlying Mithaka Formations. Sedimentary structures present include: flute marks, current crescents, various other current lineations, ripple-marks, cross stratification, lamination and various biogenic sedimentary structures. The palaeocurrent measurements indicate uni-directional currents. Fossils are rare except in the uppermost part of the unit where gastropods, pelecypods, nautiloids, trilobites, brachiopods and fish are present. A study of geometry, lithology, sedimentary structures, palaeocurrents and fossils indicate subtidal to intertidal depositional conditions. Of various depositional models, a barrier model is favoured. The Nora Formation represents the offshore, below wave base sediments; the Carlo Sandstone the barrier, either dunes or bars; and the Mithaka Formation the lagoon-bay sediments. The sediments were deposited in an elongate epicontinental sea that also covered the Amadeus, Wiso and Canning Basins.",None,," {""type"": ""Polygon"", ""coordinates"": [[[134.0, -25.5], [141.0, -25.5], [141.0, -17.0], [134.0, -17.0], [134.0, -25.5]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/c3f0a572-9f65-42f2-b849-93eb27e3da9e ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/c3f0a572-9f65-42f2-b849-93eb27e3da9e.rdf,Earth Sciences,GA Publication,,,,,,,,,,,Journal,,,,,,,,,,,NT,,,,,,,,,,,QLD,,,,,,,,,Dataset,https://data.gov.au/dataset/environment-of-deposition-of-the-carlo-sandstone-georgina-basin-queensland-and-northern-territo, unknown
178,Australian Geomagnetism Report 1965 Volume 13 Number  12,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the file (pdf),PDF,https://data.gov.au/dataset/australian-geomagnetism-report-1965-volume-13-number-12/resource/db154bd2-b49d-4bdc-b69c-faba04996d41,File download,https://d28rz98at9flks.cloudfront.net/72253/Geomag1965_v13_n12.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,These documents have been scanned by the GA Library. Please refer to the document for contents.,None,," {""type"": ""Polygon"", ""coordinates"": [[[96.0, -44.0], [168.0, -44.0], [168.0, -9.0], [96.0, -9.0], [96.0, -44.0]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/685b3fe8-5d6a-4ec6-8b7e-85fb7a94b958 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/685b3fe8-5d6a-4ec6-8b7e-85fb7a94b958.rdf,AU,Earth Sciences,,,,,,,,,,,GA Publication,,,,,,,,,,,Report,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/australian-geomagnetism-report-1965-volume-13-number-12, unknown
179,Milly Milly 1:100 000 unpublished topographic map,Geoscience Australia                 ,PDF, Commonwealth of Australia, Geoscience Australia CSW Harvester,Download the map (pdf),PDF,https://data.gov.au/dataset/milly-milly-1-100-000-unpublished-topographic-map/resource/c46b0617-280c-4120-a2ed-ea27b85923ed,File download,https://d28rz98at9flks.cloudfront.net/58281/2245.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Geoscience Australia  clientservices@ga.gov.au  , Geoscience Australia CSW Harvester, inactive,2017-06-25,2017-06-25,At this scale 1cm on the map represents 1km on the ground. Each map covers a minimum area of 0.5 degrees longitude by 0.5 degrees latitude or about 54 kilometres by 54 kilometres. The contour interval is 20 metres. Many maps are supplemented by hill  shading.,None,," {""type"": ""Polygon"", ""coordinates"": [[[116.5, -26.5], [117.0, -26.5], [117.0, -26.0], [116.5, -26.0], [116.5, -26.5]]]}",, Commonwealth of Australia,https://data.gov.au/dataset/c06a4de6-1fd7-47c6-961a-7ba1df2d77d3 ,English, Creative Commons Attribution 4.0 International ,Geoscience Australia                 ,https://data.gov.au/dataset/c06a4de6-1fd7-47c6-961a-7ba1df2d77d3.rdf,100K unpublished,AU-WA,,,,,,,,,,,Topographic Map,,,,,,,,,,,Topology,,,,,,,,,,,,,,,,,,,,Dataset,https://data.gov.au/dataset/milly-milly-1-100-000-unpublished-topographic-map, unknown
